line_id,estimate_id,cost_code,description,quantity,unit,unit_cost,unit_price,line_total,category
ELI-76F63418,EST-48CFA138,10-FINISH-CARP,Finish Carpentry & Trim — Labor,1,ls,5556.58,8322.61,8322.61,labor
ELI-E874A97B,EST-48CFA138,10-FINISH-CARP,Finish Carpentry & Trim — Materials,1,ls,2778.29,4161.3,4161.3,material
ELI-804864E8,EST-48CFA138,11-FIXTURES,Fixtures & Appliances — Labor,1,ls,2778.29,4161.3,4161.3,labor
ELI-8DB45416,EST-48CFA138,11-FIXTURES,Fixtures & Appliances — Materials,1,ls,9260.96,13871.01,13871.01,material
ELI-352A71C9,EST-48CFA138,12-CLEANUP,Final Cleanup & Punch — Labor,1,ls,1852.19,2774.2,2774.2,labor
ELI-7D8488A1,EST-08F4B687,01-DEMO,Demolition — Labor,1,ls,6605.48,9648.94,9648.94,labor
ELI-880B3DC3,EST-08F4B687,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,3302.74,4824.47,4824.47,material
ELI-1E382A19,EST-08F4B687,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,9908.22,14473.4,14473.4,subcontractor
ELI-FCC30F54,EST-08F4B687,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,2477.05,3618.35,3618.35,material
ELI-3071B31F,EST-08F4B687,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,8256.85,12061.17,12061.17,subcontractor
ELI-E1EA0326,EST-08F4B687,04-INSULATION,Insulation — Labor,1,ls,2477.05,3618.35,3618.35,labor
ELI-E9267732,EST-08F4B687,04-INSULATION,Insulation — Materials,1,ls,1651.37,2412.23,2412.23,material
ELI-11038819,EST-08F4B687,05-DRYWALL,Drywall — Labor,1,ls,5779.79,8442.82,8442.82,labor
ELI-7E5D24C0,EST-08F4B687,05-DRYWALL,Drywall — Materials,1,ls,3302.74,4824.47,4824.47,material
ELI-85DFBDAB,EST-08F4B687,06-CABINETS,Cabinet Installation — Labor,1,ls,4954.11,7236.7,7236.7,labor
ELI-80E04B1F,EST-08F4B687,06-CABINETS,Cabinet Installation — Materials,1,ls,14862.33,21710.11,21710.11,material
ELI-ADB2228C,EST-08F4B687,07-COUNTERTOPS,Countertops — Subcontractor,1,ls,9908.22,14473.4,14473.4,subcontractor
ELI-70E5875A,EST-08F4B687,08-TILE,Tile Work — Materials,1,ls,2477.05,3618.35,3618.35,material
ELI-8E0E2153,EST-08F4B687,08-TILE,Tile Work — Subcontractor,1,ls,6605.48,9648.94,9648.94,subcontractor
ELI-07A77B70,EST-08F4B687,09-PAINT,Paint — Labor,1,ls,4128.42,6030.59,6030.59,labor
ELI-613249C0,EST-08F4B687,09-PAINT,Paint — Materials,1,ls,1651.37,2412.23,2412.23,material
ELI-9D1CFDBF,EST-08F4B687,10-FINISH-CARP,Finish Carpentry & Trim — Labor,1,ls,4954.11,7236.7,7236.7,labor
ELI-E0C6D051,EST-08F4B687,10-FINISH-CARP,Finish Carpentry & Trim — Materials,1,ls,2477.05,3618.35,3618.35,material
ELI-9EFF038A,EST-08F4B687,11-FIXTURES,Fixtures & Appliances — Labor,1,ls,2477.05,3618.35,3618.35,labor
ELI-6F39051A,EST-08F4B687,11-FIXTURES,Fixtures & Appliances — Materials,1,ls,8256.85,12061.17,12061.17,material
ELI-38B104AE,EST-08F4B687,12-CLEANUP,Final Cleanup & Punch — Labor,1,ls,1651.37,2412.23,2412.23,labor
ELI-F1DB5024,EST-D76DE9FC,01-DEMO,Demolition — Labor,1,ls,2435.48,3906.92,3906.92,labor
ELI-FF68E34F,EST-D76DE9FC,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,1217.74,1953.46,1953.46,material
ELI-9B6E0957,EST-D76DE9FC,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,4383.86,7032.45,7032.45,subcontractor
ELI-C6E130D5,EST-D76DE9FC,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,487.1,781.38,781.38,material
ELI-31542707,EST-D76DE9FC,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,1948.38,3125.53,3125.53,subcontractor
ELI-F75D03E9,EST-D76DE9FC,04-BACKER,Cement Board & Waterproofing — Labor,1,ls,1461.29,2344.15,2344.15,labor
ELI-3D12C23C,EST-D76DE9FC,04-BACKER,Cement Board & Waterproofing — Materials,1,ls,974.19,1562.77,1562.77,material
ELI-A50647A3,EST-D76DE9FC,05-TILE,Tile & Shower — Materials,1,ls,1948.38,3125.53,3125.53,material
ELI-11ECA345,EST-D76DE9FC,05-TILE,Tile & Shower — Subcontractor,1,ls,4870.96,7813.83,7813.83,subcontractor
ELI-96872B5D,EST-D76DE9FC,06-VANITY,Vanity & Fixtures — Labor,1,ls,1217.74,1953.46,1953.46,labor
ELI-646029C7,EST-D76DE9FC,06-VANITY,Vanity & Fixtures — Materials,1,ls,2922.57,4688.3,4688.3,material
ELI-133B8390,EST-D76DE9FC,07-PAINT,Paint — Labor,1,ls,974.19,1562.77,1562.77,labor
ELI-7B5CD04E,EST-D76DE9FC,07-PAINT,Paint — Materials,1,ls,487.1,781.38,781.38,material
ELI-F3C5A02F,EST-D76DE9FC,08-CLEANUP,Final Cleanup & Punch — Labor,1,ls,487.1,781.38,781.38,labor
ELI-DB47F32B,EST-2835D9ED,01-DEMO,Demolition — Labor,1,ls,7370.93,10862.67,10862.67,labor
ELI-AC16F415,EST-2835D9ED,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,3685.46,5431.34,5431.34,material
ELI-84AB369A,EST-2835D9ED,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,11056.39,16294.01,16294.01,subcontractor
ELI-770BF521,EST-2835D9ED,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,2764.1,4073.5,4073.5,material
ELI-78928EA8,EST-2835D9ED,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,9213.66,13578.34,13578.34,subcontractor
ELI-FA376BAE,EST-2835D9ED,04-INSULATION,Insulation — Labor,1,ls,2764.1,4073.5,4073.5,labor
ELI-91110846,EST-2835D9ED,04-INSULATION,Insulation — Materials,1,ls,1842.73,2715.67,2715.67,material
ELI-44F1BE7E,EST-2835D9ED,05-DRYWALL,Drywall — Labor,1,ls,6449.56,9504.84,9504.84,labor
ELI-A921842F,EST-2835D9ED,05-DRYWALL,Drywall — Materials,1,ls,3685.46,5431.34,5431.34,material
ELI-4A60D085,EST-2835D9ED,06-CABINETS,Cabinet Installation — Labor,1,ls,5528.19,8147.01,8147.01,labor
ELI-87F6288B,EST-2835D9ED,06-CABINETS,Cabinet Installation — Materials,1,ls,16584.58,24441.02,24441.02,material
ELI-16EA1F71,EST-2835D9ED,07-COUNTERTOPS,Countertops — Subcontractor,1,ls,11056.39,16294.01,16294.01,subcontractor
ELI-9568E35B,EST-2835D9ED,08-TILE,Tile Work — Materials,1,ls,2764.1,4073.5,4073.5,material
ELI-BD986B17,EST-2835D9ED,08-TILE,Tile Work — Subcontractor,1,ls,7370.93,10862.67,10862.67,subcontractor
ELI-82F2F337,EST-2835D9ED,09-PAINT,Paint — Labor,1,ls,4606.83,6789.17,6789.17,labor
ELI-61B5C4E4,EST-2835D9ED,09-PAINT,Paint — Materials,1,ls,1842.73,2715.67,2715.67,material
ELI-5A329198,EST-2835D9ED,10-FINISH-CARP,Finish Carpentry & Trim — Labor,1,ls,5528.19,8147.01,8147.01,labor
ELI-F0C677C8,EST-2835D9ED,10-FINISH-CARP,Finish Carpentry & Trim — Materials,1,ls,2764.1,4073.5,4073.5,material
ELI-43F93ED6,EST-2835D9ED,11-FIXTURES,Fixtures & Appliances — Labor,1,ls,2764.1,4073.5,4073.5,labor
ELI-F89FE362,EST-2835D9ED,11-FIXTURES,Fixtures & Appliances — Materials,1,ls,9213.66,13578.34,13578.34,material
ELI-2A29F1C3,EST-2835D9ED,12-CLEANUP,Final Cleanup & Punch — Labor,1,ls,1842.73,2715.67,2715.67,labor
ELI-E3F32D15,EST-C3180189,01-DEMO,Demo & Prep — Labor,1,ls,6134.4,8543.59,8543.59,labor
ELI-65107F2E,EST-C3180189,02-FOUNDATION,Foundation — Labor,1,ls,12268.81,17087.18,17087.18,labor
ELI-2CAF5765,EST-C3180189,02-FOUNDATION,Foundation — Materials,1,ls,15336.01,21358.98,21358.98,material
ELI-797644BA,EST-C3180189,03-FRAMING,Framing — Labor,1,ls,21470.41,29902.57,29902.57,labor
ELI-757579C5,EST-C3180189,03-FRAMING,Framing — Materials,1,ls,24537.62,34174.36,34174.36,material
ELI-3C1A21C3,EST-C3180189,04-ROOFING,Roofing & Sheathing — Labor,1,ls,9201.61,12815.39,12815.39,labor
ELI-6B6124CF,EST-C3180189,04-ROOFING,Roofing & Sheathing — Materials,1,ls,9201.61,12815.39,12815.39,material
ELI-72CC2216,EST-C3180189,05-WINDOWS-DOORS,Windows & Exterior Doors — Labor,1,ls,6134.4,8543.59,8543.59,labor
ELI-5F79FABC,EST-C3180189,05-WINDOWS-DOORS,Windows & Exterior Doors — Materials,1,ls,12268.81,17087.18,17087.18,material
ELI-E9683A54,EST-C3180189,06-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,3067.2,4271.8,4271.8,material
ELI-7289C1F1,EST-C3180189,06-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,10735.21,14951.28,14951.28,subcontractor
ELI-50C6092C,EST-C3180189,07-ROUGH-ELEC,Rough Electrical — Materials,1,ls,4600.8,6407.69,6407.69,material
ELI-56C53322,EST-C3180189,07-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,12268.81,17087.18,17087.18,subcontractor
ELI-E86EC389,EST-C3180189,08-HVAC,HVAC — Subcontractor,1,ls,13802.41,19223.08,19223.08,subcontractor
ELI-96EC26E0,EST-C3180189,09-INSULATION,Insulation — Labor,1,ls,4600.8,6407.69,6407.69,labor
ELI-C2239435,EST-C3180189,09-INSULATION,Insulation — Materials,1,ls,4600.8,6407.69,6407.69,material
ELI-FA7A05CE,EST-C3180189,10-DRYWALL,Drywall — Labor,1,ls,10735.21,14951.28,14951.28,labor
ELI-6825C09C,EST-C3180189,10-DRYWALL,Drywall — Materials,1,ls,6134.4,8543.59,8543.59,material
ELI-31C28F17,EST-C3180189,11-PAINT,Paint — Labor,1,ls,7668.01,10679.49,10679.49,labor
ELI-4BF3F1DB,EST-C3180189,11-PAINT,Paint — Materials,1,ls,3067.2,4271.8,4271.8,material
ELI-8176925C,EST-C3180189,12-TRIM,Trim & Finish Carpentry — Labor,1,ls,9201.61,12815.39,12815.39,labor
ELI-9B86B317,EST-C3180189,12-TRIM,Trim & Finish Carpentry — Materials,1,ls,6134.4,8543.59,8543.59,material
ELI-39A595EF,EST-C3180189,13-FLOORING,Flooring — Labor,1,ls,6134.4,8543.59,8543.59,labor
ELI-0EDC2F4F,EST-C3180189,13-FLOORING,Flooring — Materials,1,ls,9201.61,12815.39,12815.39,material
ELI-8D611FEA,EST-C3180189,14-CLEANUP,Cleanup & Punch — Labor,1,ls,3067.2,4271.8,4271.8,labor
ELI-F54FC580,EST-14DE8FD1,01-LABOR,Labor — Labor,1,ls,572.33,1243.81,1243.81,labor
ELI-CD0C1B90,EST-14DE8FD1,02-MATERIALS,Materials — Materials,1,ls,381.55,829.2,829.2,material
ELI-CD385966,EST-2F84B78F,01-LABOR,Labor — Labor,1,ls,811.09,1811.19,1811.19,labor
ELI-DA5D8699,EST-2F84B78F,02-MATERIALS,Materials — Materials,1,ls,540.72,1207.46,1207.46,material
ELI-5735A92A,EST-F8BC75BD,01-DEMO,Demolition — Labor,1,ls,6054.64,8982.74,8982.74,labor
ELI-8678D417,EST-F8BC75BD,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,3027.32,4491.37,4491.37,material
ELI-1CF4BD88,EST-F8BC75BD,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,9081.96,13474.11,13474.11,subcontractor
ELI-31BB30F9,EST-F8BC75BD,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,2270.49,3368.53,3368.53,material
ELI-FA64C2C9,EST-F8BC75BD,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,7568.3,11228.42,11228.42,subcontractor
ELI-D0CC4E5F,EST-F8BC75BD,04-INSULATION,Insulation — Labor,1,ls,2270.49,3368.53,3368.53,labor
ELI-3C5DDACE,EST-F8BC75BD,04-INSULATION,Insulation — Materials,1,ls,1513.66,2245.68,2245.68,material
ELI-9BBBAEF7,EST-F8BC75BD,05-DRYWALL,Drywall — Labor,1,ls,5297.81,7859.89,7859.89,labor
ELI-1C93BCAD,EST-F8BC75BD,05-DRYWALL,Drywall — Materials,1,ls,3027.32,4491.37,4491.37,material
ELI-55158493,EST-F8BC75BD,06-CABINETS,Cabinet Installation — Labor,1,ls,4540.98,6737.05,6737.05,labor
ELI-F8B20420,EST-F8BC75BD,06-CABINETS,Cabinet Installation — Materials,1,ls,13622.95,20211.16,20211.16,material
ELI-D7D81887,EST-F8BC75BD,07-COUNTERTOPS,Countertops — Subcontractor,1,ls,9081.96,13474.11,13474.11,subcontractor
ELI-A2828420,EST-F8BC75BD,08-TILE,Tile Work — Materials,1,ls,2270.49,3368.53,3368.53,material
ELI-2788B5BC,EST-F8BC75BD,08-TILE,Tile Work — Subcontractor,1,ls,6054.64,8982.74,8982.74,subcontractor
ELI-0EF82C9C,EST-F8BC75BD,09-PAINT,Paint — Labor,1,ls,3784.15,5614.21,5614.21,labor
ELI-A0DBF612,EST-F8BC75BD,09-PAINT,Paint — Materials,1,ls,1513.66,2245.68,2245.68,material
ELI-A60EB3DF,EST-F8BC75BD,10-FINISH-CARP,Finish Carpentry & Trim — Labor,1,ls,4540.98,6737.05,6737.05,labor
ELI-274A8A48,EST-F8BC75BD,10-FINISH-CARP,Finish Carpentry & Trim — Materials,1,ls,2270.49,3368.53,3368.53,material
ELI-C5A1F080,EST-F8BC75BD,11-FIXTURES,Fixtures & Appliances — Labor,1,ls,2270.49,3368.53,3368.53,labor
ELI-B0ABC7F5,EST-F8BC75BD,11-FIXTURES,Fixtures & Appliances — Materials,1,ls,7568.3,11228.42,11228.42,material
ELI-44292B18,EST-F8BC75BD,12-CLEANUP,Final Cleanup & Punch — Labor,1,ls,1513.66,2245.68,2245.68,labor
ELI-DDF9841A,EST-FE8D3A57,01-DEMO,Demolition — Labor,1,ls,2257.8,3517.0,3517.0,labor
ELI-4FFCD20C,EST-FE8D3A57,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,1128.9,1758.5,1758.5,material
ELI-E222129C,EST-FE8D3A57,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,4064.03,6330.6,6330.6,subcontractor
ELI-5BAC327D,EST-FE8D3A57,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,451.56,703.4,703.4,material
ELI-F9D5AAD5,EST-FE8D3A57,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,1806.24,2813.6,2813.6,subcontractor
ELI-A5C49809,EST-FE8D3A57,04-BACKER,Cement Board & Waterproofing — Labor,1,ls,1354.68,2110.2,2110.2,labor
ELI-4C8137A4,EST-FE8D3A57,04-BACKER,Cement Board & Waterproofing — Materials,1,ls,903.12,1406.8,1406.8,material
ELI-FDD5A10A,EST-FE8D3A57,05-TILE,Tile & Shower — Materials,1,ls,1806.24,2813.6,2813.6,material
ELI-E0BBBB6B,EST-FE8D3A57,05-TILE,Tile & Shower — Subcontractor,1,ls,4515.59,7034.0,7034.0,subcontractor
ELI-31D09C2A,EST-FE8D3A57,06-VANITY,Vanity & Fixtures — Labor,1,ls,1128.9,1758.5,1758.5,labor
ELI-2EF300E0,EST-FE8D3A57,06-VANITY,Vanity & Fixtures — Materials,1,ls,2709.36,4220.4,4220.4,material
ELI-5AA6DE85,EST-FE8D3A57,07-PAINT,Paint — Labor,1,ls,903.12,1406.8,1406.8,labor
ELI-2084C023,EST-FE8D3A57,07-PAINT,Paint — Materials,1,ls,451.56,703.4,703.4,material
ELI-D4E25D20,EST-FE8D3A57,08-CLEANUP,Final Cleanup & Punch — Labor,1,ls,451.56,703.4,703.4,labor
ELI-969143D8,EST-584CA98D,01-DEMO,Demo & Prep — Labor,1,ls,3987.71,5882.5,5882.5,labor
ELI-839B5025,EST-584CA98D,02-FOUNDATION,Foundation — Labor,1,ls,7975.42,11765.0,11765.0,labor
ELI-47E48FB5,EST-584CA98D,02-FOUNDATION,Foundation — Materials,1,ls,9969.28,14706.25,14706.25,material
ELI-7ED5D5DB,EST-584CA98D,03-FRAMING,Framing — Labor,1,ls,13956.99,20588.76,20588.76,labor
ELI-48DFCF6C,EST-584CA98D,03-FRAMING,Framing — Materials,1,ls,15950.84,23530.01,23530.01,material
ELI-599DA32C,EST-584CA98D,04-ROOFING,Roofing & Sheathing — Labor,1,ls,5981.57,8823.75,8823.75,labor
ELI-D9977E8D,EST-584CA98D,04-ROOFING,Roofing & Sheathing — Materials,1,ls,5981.57,8823.75,8823.75,material
ELI-80D5D7BD,EST-584CA98D,05-WINDOWS-DOORS,Windows & Exterior Doors — Labor,1,ls,3987.71,5882.5,5882.5,labor
ELI-77642CF1,EST-584CA98D,05-WINDOWS-DOORS,Windows & Exterior Doors — Materials,1,ls,7975.42,11765.0,11765.0,material
ELI-5561E6E9,EST-584CA98D,06-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,1993.86,2941.25,2941.25,material
ELI-59AA5587,EST-584CA98D,06-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,6978.49,10294.38,10294.38,subcontractor
ELI-98AAB768,EST-584CA98D,07-ROUGH-ELEC,Rough Electrical — Materials,1,ls,2990.78,4411.88,4411.88,material
ELI-7BB1E6AE,EST-584CA98D,07-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,7975.42,11765.0,11765.0,subcontractor
ELI-173C44B7,EST-584CA98D,08-HVAC,HVAC — Subcontractor,1,ls,8972.35,13235.63,13235.63,subcontractor
ELI-6C43255B,EST-584CA98D,09-INSULATION,Insulation — Labor,1,ls,2990.78,4411.88,4411.88,labor
ELI-32ECABE2,EST-584CA98D,09-INSULATION,Insulation — Materials,1,ls,2990.78,4411.88,4411.88,material
ELI-F79CAAD1,EST-584CA98D,10-DRYWALL,Drywall — Labor,1,ls,6978.49,10294.38,10294.38,labor
ELI-098B00E4,EST-584CA98D,10-DRYWALL,Drywall — Materials,1,ls,3987.71,5882.5,5882.5,material
ELI-261090A5,EST-584CA98D,11-PAINT,Paint — Labor,1,ls,4984.64,7353.13,7353.13,labor
ELI-41BB0BEB,EST-584CA98D,11-PAINT,Paint — Materials,1,ls,1993.86,2941.25,2941.25,material
ELI-FD881585,EST-584CA98D,12-TRIM,Trim & Finish Carpentry — Labor,1,ls,5981.57,8823.75,8823.75,labor
ELI-ECBF8FF0,EST-584CA98D,12-TRIM,Trim & Finish Carpentry — Materials,1,ls,3987.71,5882.5,5882.5,material
ELI-EB8BB51A,EST-584CA98D,13-FLOORING,Flooring — Labor,1,ls,3987.71,5882.5,5882.5,labor
ELI-D1BDF2DD,EST-584CA98D,13-FLOORING,Flooring — Materials,1,ls,5981.57,8823.75,8823.75,material
ELI-58D7008A,EST-584CA98D,14-CLEANUP,Cleanup & Punch — Labor,1,ls,1993.86,2941.25,2941.25,labor
ELI-0A496188,EST-15551D8D,01-DEMO,Demolition — Labor,1,ls,1844.8,2671.5,2671.5,labor
ELI-E3F8D470,EST-15551D8D,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,922.4,1335.75,1335.75,material
ELI-D1EB8178,EST-15551D8D,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,3320.64,4808.69,4808.69,subcontractor
ELI-D869339D,EST-15551D8D,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,368.96,534.3,534.3,material
ELI-38C9BD77,EST-15551D8D,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,1475.84,2137.2,2137.2,subcontractor
ELI-F9A83244,EST-15551D8D,04-BACKER,Cement Board & Waterproofing — Labor,1,ls,1106.88,1602.9,1602.9,labor
ELI-3DD5357A,EST-15551D8D,04-BACKER,Cement Board & Waterproofing — Materials,1,ls,737.92,1068.6,1068.6,material
ELI-8D233046,EST-15551D8D,05-TILE,Tile & Shower — Materials,1,ls,1475.84,2137.2,2137.2,material
ELI-BE598B86,EST-15551D8D,05-TILE,Tile & Shower — Subcontractor,1,ls,3689.6,5342.99,5342.99,subcontractor
ELI-4FC72AA5,EST-15551D8D,06-VANITY,Vanity & Fixtures — Labor,1,ls,922.4,1335.75,1335.75,labor
ELI-6AFC9269,EST-15551D8D,06-VANITY,Vanity & Fixtures — Materials,1,ls,2213.76,3205.8,3205.8,material
ELI-BE6240DB,EST-15551D8D,07-PAINT,Paint — Labor,1,ls,737.92,1068.6,1068.6,labor
ELI-ED5E4490,EST-15551D8D,07-PAINT,Paint — Materials,1,ls,368.96,534.3,534.3,material
ELI-7909C572,EST-15551D8D,08-CLEANUP,Final Cleanup & Punch — Labor,1,ls,368.96,534.3,534.3,labor
ELI-CD6F8047,EST-0FEEFEE7,01-DEMO,Demolition — Labor,1,ls,4235.03,6937.85,6937.85,labor
ELI-398D8859,EST-0FEEFEE7,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,2117.52,3468.93,3468.93,material
ELI-E8E86AAC,EST-0FEEFEE7,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,6352.55,10406.78,10406.78,subcontractor
ELI-6ADE2755,EST-0FEEFEE7,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,1588.14,2601.7,2601.7,material
ELI-DFB354BB,EST-0FEEFEE7,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,5293.79,8672.32,8672.32,subcontractor
ELI-36837B2C,EST-0FEEFEE7,04-INSULATION,Insulation — Labor,1,ls,1588.14,2601.7,2601.7,labor
ELI-E137DA27,EST-0FEEFEE7,04-INSULATION,Insulation — Materials,1,ls,1058.76,1734.46,1734.46,material
ELI-12667E4D,EST-0FEEFEE7,05-DRYWALL,Drywall — Labor,1,ls,3705.65,6070.62,6070.62,labor
ELI-3626064B,EST-0FEEFEE7,05-DRYWALL,Drywall — Materials,1,ls,2117.52,3468.93,3468.93,material
ELI-60C49573,EST-0FEEFEE7,06-CABINETS,Cabinet Installation — Labor,1,ls,3176.27,5203.39,5203.39,labor
ELI-B73F5C23,EST-0FEEFEE7,06-CABINETS,Cabinet Installation — Materials,1,ls,9528.82,15610.17,15610.17,material
ELI-12B3F1DE,EST-0FEEFEE7,07-COUNTERTOPS,Countertops — Subcontractor,1,ls,6352.55,10406.78,10406.78,subcontractor
ELI-AEA9AAA0,EST-0FEEFEE7,08-TILE,Tile Work — Materials,1,ls,1588.14,2601.7,2601.7,material
ELI-B5196344,EST-0FEEFEE7,08-TILE,Tile Work — Subcontractor,1,ls,4235.03,6937.85,6937.85,subcontractor
ELI-42E7479A,EST-0FEEFEE7,09-PAINT,Paint — Labor,1,ls,2646.89,4336.16,4336.16,labor
ELI-7F89E274,EST-0FEEFEE7,09-PAINT,Paint — Materials,1,ls,1058.76,1734.46,1734.46,material
ELI-DB2A4D4A,EST-0FEEFEE7,10-FINISH-CARP,Finish Carpentry & Trim — Labor,1,ls,3176.27,5203.39,5203.39,labor
ELI-26B3CCBC,EST-0FEEFEE7,10-FINISH-CARP,Finish Carpentry & Trim — Materials,1,ls,1588.14,2601.7,2601.7,material
ELI-008DCAD6,EST-0FEEFEE7,11-FIXTURES,Fixtures & Appliances — Labor,1,ls,1588.14,2601.7,2601.7,labor
ELI-BD9E680D,EST-0FEEFEE7,11-FIXTURES,Fixtures & Appliances — Materials,1,ls,5293.79,8672.32,8672.32,material
ELI-AFDE4C46,EST-0FEEFEE7,12-CLEANUP,Final Cleanup & Punch — Labor,1,ls,1058.76,1734.46,1734.46,labor
ELI-412D4BDB,EST-93B45255,01-DEMO,Demolition — Labor,1,ls,4349.95,7032.8,7032.8,labor
ELI-2C4E4292,EST-93B45255,02-ROUGH-PLUMB,Rough Plumbing — Materials,1,ls,2174.98,3516.4,3516.4,material
ELI-0FF86237,EST-93B45255,02-ROUGH-PLUMB,Rough Plumbing — Subcontractor,1,ls,6524.93,10549.21,10549.21,subcontractor
ELI-0E01C545,EST-93B45255,03-ROUGH-ELEC,Rough Electrical — Materials,1,ls,1631.23,2637.3,2637.3,material
ELI-20321E7F,EST-93B45255,03-ROUGH-ELEC,Rough Electrical — Subcontractor,1,ls,5437.44,8791.01,8791.01,subcontractor
ELI-603F3236,EST-93B45255,04-INSULATION,Insulation — Labor,1,ls,1631.23,2637.3,2637.3,labor
ELI-FD943683,EST-93B45255,04-INSULATION,Insulation — Materials,1,ls,1087.49,1758.2,1758.2,material
ELI-407174F3,EST-93B45255,05-DRYWALL,Drywall — Labor,1,ls,3806.21,6153.7,6153.7,labor
ELI-DF37AC17,EST-93B45255,05-DRYWALL,Drywall — Materials,1,ls,2174.98,3516.4,3516.4,material
ELI-9B226EF7,EST-93B45255,06-CABINETS,Cabinet Installation — Labor,1,ls,3262.46,5274.6,5274.6,labor
ELI-20A12D0E,EST-93B45255,06-CABINETS,Cabinet Installation — Materials,1,ls,9787.39,15823.81,15823.81,material
ELI-EEC4D709,EST-93B45255,07-COUNTERTOPS,Countertops — Subcontractor,1,ls,6524.93,10549.21,10549.21,subcontractor
ELI-F7A113D0,EST-93B45255,08-TILE,Tile Work — Materials,1,ls,1631.23,2637.3,2637.3,material
ELI-4770CF8B,EST-93B45255,08-TILE,Tile Work — Subcontractor,1,ls,4349.95,7032.8,7032.8,subcontractor
ELI-25B9586A,EST-93B45255,09-PAINT,Paint — Labor,1,ls,2718.72,4395.5,4395.5,labor
ELI-20E0EC91,EST-93B45255,09-PAINT,Paint — Materials,1,ls,1087.49,1758.2,1758.2,material
ELI-B780A279,EST-93B45255,10-FINISH-CARP,Finish Carpentry & Trim — Labor,1,ls,3262.46,5274.6,5274.6,labor
ELI-C8DB859B,EST-93B45255,10-FINISH-CARP,Finish Carpentry & Trim — Materials,1,ls,1631.23,2637.3,2637.3,material
ELI-D3D8A721,EST-93B45255,11-FIXTURES,Fixtures & Appliances — Labor,1,ls,1631.23,2637.3,2637.3,labor
ELI-C0BFE787,EST-93B45255,11-FIXTURES,Fixtures & Appliances — Materials,1,ls,5437.44,8791.01,8791.01,material
ELI-53B9BD1F,EST-93B45255,12-CLEANUP,Final Cleanup & Punch — Labor,1,ls,1087.49,1758.2,1758.2,labor
ELI-31A086D1,EST-B21443B7,01-FOOTINGS,Footings & Posts — Labor,1,ls,5440.85,9367.07,9367.07,labor
ELI-B139B16D,EST-B21443B7,01-FOOTINGS,Footings & Posts — Materials,1,ls,2901.79,4995.77,4995.77,material
ELI-581CAA14,EST-B21443B7,02-FRAMING,Framing & Decking — Labor,1,ls,9068.08,15611.78,15611.78,labor
ELI-338410BA,EST-B21443B7,02-FRAMING,Framing & Decking — Materials,1,ls,10156.25,17485.19,17485.19,material
ELI-769ED214,EST-B21443B7,03-STAIRS,Stairs & Railings — Labor,1,ls,4352.68,7493.65,7493.65,labor
ELI-C0FD809E,EST-B21443B7,03-STAIRS,Stairs & Railings — Materials,1,ls,3627.23,6244.71,6244.71,material
ELI-118A8F48,EST-B21443B7,04-FINISH,Finish & Sealing — Labor,1,ls,2901.79,4995.77,4995.77,labor
ELI-A92B6A61,EST-B21443B7,04-FINISH,Finish & Sealing — Materials,1,ls,1450.89,2497.88,2497.88,material
ELI-7AE3F22C,EST-B21443B7,05-CLEANUP,Cleanup & Final Inspection — Labor,1,ls,725.45,1248.94,1248.94,labor
