entry_id,employee_id,project_id,job_id,date,hours_regular,hours_overtime,cost,notes
TE-0F5C7D2A,EMP-002,PROJ-0A179D7B,JOB-7311C2EE,2024-07-05,8.0,2.0,464.64,Site Work & Excavation work
TE-F0B26939,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-05,8.0,2.0,363.0,Foundation work
TE-AC0E7182,EMP-002,PROJ-0A179D7B,JOB-D5874033,2024-07-08,8.0,2.0,464.64,Foundation work
TE-2B7585CC,EMP-005,PROJ-0A179D7B,JOB-D5874033,2024-07-08,8.0,2.0,246.84,Foundation work
TE-4A7B357B,EMP-003,PROJ-0A179D7B,JOB-D5874033,2024-07-08,8.0,2.0,377.52,Foundation work
TE-5017F01F,EMP-005,PROJ-0A179D7B,JOB-D5874033,2024-07-09,8.0,2.0,246.84,Foundation work
TE-13D675D7,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-09,8.0,2.0,363.0,Foundation work
TE-5267F70F,EMP-005,PROJ-0A179D7B,JOB-D5874033,2024-07-10,8.0,2.0,246.84,Foundation work
TE-29A92985,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-10,8.0,2.0,363.0,Foundation work
TE-6AE7E220,EMP-002,PROJ-0A179D7B,JOB-D5874033,2024-07-10,8.0,2.0,464.64,Foundation work
TE-029468BE,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-11,8.0,2.0,363.0,Foundation work
TE-FC812C53,EMP-003,PROJ-0A179D7B,JOB-D5874033,2024-07-11,8.0,2.0,377.52,Foundation work
TE-F017F5EB,EMP-005,PROJ-0A179D7B,JOB-D5874033,2024-07-12,8.0,2.0,246.84,Foundation work
TE-960396D3,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-15,8.0,2.0,363.0,Foundation work
TE-BD22E2E7,EMP-003,PROJ-0A179D7B,JOB-D5874033,2024-07-15,8.0,2.0,377.52,Foundation work
TE-A823F0D4,EMP-002,PROJ-0A179D7B,JOB-D5874033,2024-07-15,8.0,2.0,464.64,Foundation work
TE-F9C317AA,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-16,8.0,2.0,363.0,Foundation work
TE-6D836607,EMP-005,PROJ-0A179D7B,JOB-D5874033,2024-07-16,8.0,2.0,246.84,Foundation work
TE-3FD82A73,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-17,8.0,2.0,363.0,Foundation work
TE-E9E4F2F6,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-18,8.0,2.0,363.0,Foundation work
TE-8ABC0F90,EMP-003,PROJ-0A179D7B,JOB-D5874033,2024-07-18,8.0,2.0,377.52,Foundation work
TE-4180E372,EMP-005,PROJ-0A179D7B,JOB-D5874033,2024-07-18,8.0,2.0,246.84,Foundation work
TE-5737FED8,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-19,8.0,2.0,363.0,Foundation work
TE-9599DA66,EMP-002,PROJ-0A179D7B,JOB-D5874033,2024-07-19,8.0,2.0,464.64,Foundation work
TE-436A916E,EMP-005,PROJ-0A179D7B,JOB-D5874033,2024-07-19,8.0,2.0,246.84,Foundation work
TE-A40A53FE,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-22,8.0,2.0,363.0,Foundation work
TE-AEE9F527,EMP-002,PROJ-0A179D7B,JOB-D5874033,2024-07-22,8.0,2.0,464.64,Foundation work
TE-EF03E599,EMP-002,PROJ-0A179D7B,JOB-D5874033,2024-07-23,8.0,2.0,464.64,Foundation work
TE-E6B4B285,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-23,8.0,2.0,363.0,Foundation work
TE-ABE02BCB,EMP-003,PROJ-0A179D7B,JOB-D5874033,2024-07-23,8.0,2.0,377.52,Foundation work
TE-D64DED27,EMP-003,PROJ-0A179D7B,JOB-D5874033,2024-07-24,8.0,2.0,377.52,Foundation work
TE-C2484710,EMP-004,PROJ-0A179D7B,JOB-D5874033,2024-07-24,8.0,2.0,363.0,Foundation work
TE-1B03EF57,EMP-002,PROJ-0A179D7B,JOB-D5874033,2024-07-24,8.0,2.0,464.64,Foundation work
TE-6A1A75D8,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-07-24,8.0,2.0,246.84,Framing work
TE-B0E4F901,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-07-25,8.0,2.0,363.0,Framing work
TE-5462E714,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-07-25,8.0,2.0,377.52,Framing work
TE-231D70E6,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-07-26,8.0,2.0,377.52,Framing work
TE-2241FD1B,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-07-26,8.0,2.0,464.64,Framing work
TE-89168818,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-07-29,8.0,2.0,377.52,Framing work
TE-585A570E,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-07-29,8.0,2.0,246.84,Framing work
TE-39A7BFEA,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-07-30,8.0,2.0,246.84,Framing work
TE-985431A3,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-07-31,8.0,2.0,464.64,Framing work
TE-2032394D,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-07-31,8.0,2.0,377.52,Framing work
TE-4D8AAD27,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-01,8.0,2.0,377.52,Framing work
TE-53384754,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-01,8.0,2.0,246.84,Framing work
TE-67569CE1,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-08-01,8.0,2.0,464.64,Framing work
TE-686A1BCF,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-02,8.0,2.0,363.0,Framing work
TE-C69C38FC,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-02,8.0,2.0,246.84,Framing work
TE-EF07366F,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-02,8.0,2.0,377.52,Framing work
TE-FC453A88,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-08-05,8.0,2.0,464.64,Framing work
TE-2D15D955,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-05,8.0,2.0,363.0,Framing work
TE-65304182,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-05,8.0,2.0,246.84,Framing work
TE-9D08E9D2,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-06,8.0,2.0,246.84,Framing work
TE-AFBC3238,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-07,8.0,2.0,363.0,Framing work
TE-B17B9275,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-08-07,8.0,2.0,464.64,Framing work
TE-D7023607,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-07,8.0,2.0,377.52,Framing work
TE-E36682F0,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-08,8.0,2.0,377.52,Framing work
TE-A89211E3,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-08,8.0,2.0,363.0,Framing work
TE-D6373D01,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-08-08,8.0,2.0,464.64,Framing work
TE-B44B464E,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-09,8.0,2.0,246.84,Framing work
TE-2296A009,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-09,8.0,2.0,363.0,Framing work
TE-D5A827A9,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-12,8.0,2.0,246.84,Framing work
TE-456895B7,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-12,8.0,2.0,363.0,Framing work
TE-B73C91A2,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-12,8.0,2.0,377.52,Framing work
TE-A5C86CAA,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-13,8.0,2.0,377.52,Framing work
TE-6226F4E1,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-08-13,8.0,2.0,464.64,Framing work
TE-182AE32D,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-14,8.0,2.0,363.0,Framing work
TE-92A74563,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-08-14,8.0,2.0,464.64,Framing work
TE-B571F6EC,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-14,8.0,2.0,377.52,Framing work
TE-82B8F592,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-15,8.0,2.0,363.0,Framing work
TE-B1B4F6A1,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-15,8.0,2.0,246.84,Framing work
TE-471C0A8E,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-16,8.0,2.0,377.52,Framing work
TE-F2B9BD46,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-08-19,8.0,2.0,464.64,Framing work
TE-F7E55CD8,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-19,8.0,2.0,246.84,Framing work
TE-A6EAB8F3,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-20,8.0,2.0,377.52,Framing work
TE-E6BE660C,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-20,8.0,2.0,363.0,Framing work
TE-95D45A88,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-21,8.0,2.0,246.84,Framing work
TE-DD246643,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-21,8.0,2.0,377.52,Framing work
TE-ECB09A98,EMP-002,PROJ-0A179D7B,JOB-323C92EC,2024-08-21,8.0,2.0,464.64,Framing work
TE-50CA119A,EMP-004,PROJ-0A179D7B,JOB-323C92EC,2024-08-22,8.0,2.0,363.0,Framing work
TE-B1C777D5,EMP-003,PROJ-0A179D7B,JOB-323C92EC,2024-08-22,8.0,2.0,377.52,Framing work
TE-6126B45E,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-22,8.0,2.0,246.84,Framing work
TE-18848BF8,EMP-005,PROJ-0A179D7B,JOB-323C92EC,2024-08-23,8.0,2.0,246.84,Framing work
TE-156672D2,EMP-002,PROJ-0A179D7B,JOB-971F23AD,2024-08-26,8.0,2.0,464.64,Roofing work
TE-73004A1F,EMP-003,PROJ-0A179D7B,JOB-971F23AD,2024-08-26,8.0,2.0,377.52,Roofing work
TE-DDA9EA49,EMP-005,PROJ-0A179D7B,JOB-971F23AD,2024-08-26,8.0,2.0,246.84,Roofing work
TE-D9BF88EB,EMP-005,PROJ-0A179D7B,JOB-971F23AD,2024-08-27,8.0,2.0,246.84,Roofing work
TE-7F5A33BF,EMP-002,PROJ-0A179D7B,JOB-971F23AD,2024-08-27,8.0,2.0,464.64,Roofing work
TE-3E37812E,EMP-003,PROJ-0A179D7B,JOB-971F23AD,2024-08-27,8.0,2.0,377.52,Roofing work
TE-1D120AF4,EMP-003,PROJ-0A179D7B,JOB-971F23AD,2024-08-28,8.0,2.0,377.52,Roofing work
TE-10AD533A,EMP-002,PROJ-0A179D7B,JOB-971F23AD,2024-08-28,8.0,2.0,464.64,Roofing work
TE-A57884D9,EMP-004,PROJ-0A179D7B,JOB-971F23AD,2024-08-29,8.0,2.0,363.0,Roofing work
TE-C84A8C90,EMP-003,PROJ-0A179D7B,JOB-971F23AD,2024-08-30,8.0,2.0,377.52,Roofing work
TE-9993B02E,EMP-005,PROJ-0A179D7B,JOB-971F23AD,2024-08-30,8.0,2.0,246.84,Roofing work
TE-EC55F3A6,EMP-002,PROJ-0A179D7B,JOB-971F23AD,2024-08-30,8.0,2.0,464.64,Roofing work
TE-0EC2083B,EMP-003,PROJ-0A179D7B,JOB-971F23AD,2024-09-02,8.0,2.0,377.52,Roofing work
TE-F106B7AA,EMP-002,PROJ-0A179D7B,JOB-971F23AD,2024-09-03,8.0,2.0,464.64,Roofing work
TE-06AA9489,EMP-002,PROJ-0A179D7B,JOB-971F23AD,2024-09-04,8.0,2.0,464.64,Roofing work
TE-8802A975,EMP-005,PROJ-0A179D7B,JOB-09087C50,2024-09-04,8.0,2.0,246.84,Windows & Exterior Doors work
TE-EBB1F0AC,EMP-002,PROJ-0A179D7B,JOB-09087C50,2024-09-04,8.0,2.0,464.64,Windows & Exterior Doors work
TE-668F3118,EMP-003,PROJ-0A179D7B,JOB-09087C50,2024-09-05,8.0,2.0,377.52,Windows & Exterior Doors work
TE-12664483,EMP-002,PROJ-0A179D7B,JOB-09087C50,2024-09-05,8.0,2.0,464.64,Windows & Exterior Doors work
TE-8AED7B5B,EMP-005,PROJ-0A179D7B,JOB-09087C50,2024-09-06,8.0,2.0,246.84,Windows & Exterior Doors work
TE-CBC1CD76,EMP-003,PROJ-0A179D7B,JOB-09087C50,2024-09-06,8.0,2.0,377.52,Windows & Exterior Doors work
TE-E9BF71C6,EMP-004,PROJ-0A179D7B,JOB-09087C50,2024-09-09,8.0,0.5,288.75,Windows & Exterior Doors work
TE-32616F0F,EMP-002,PROJ-0A179D7B,JOB-09087C50,2024-09-09,5.5,0.0,232.32,Windows & Exterior Doors work
TE-0667A34A,EMP-003,PROJ-0A179D7B,JOB-09087C50,2024-09-09,8.0,2.0,377.52,Windows & Exterior Doors work
TE-4D83B3B6,EMP-004,PROJ-0A179D7B,JOB-09087C50,2024-09-10,8.0,2.0,363.0,Windows & Exterior Doors work
TE-71EC0FAF,EMP-004,PROJ-0A179D7B,JOB-09087C50,2024-09-11,8.0,2.0,363.0,Windows & Exterior Doors work
TE-E9712F89,EMP-005,PROJ-0A179D7B,JOB-09087C50,2024-09-11,8.0,2.0,246.84,Windows & Exterior Doors work
TE-F1E644B6,EMP-004,PROJ-0A179D7B,JOB-09087C50,2024-09-12,8.0,0.0,264.0,Windows & Exterior Doors work
TE-A176504E,EMP-005,PROJ-0A179D7B,JOB-09087C50,2024-09-12,8.0,2.0,246.84,Windows & Exterior Doors work
TE-2AE8AB65,EMP-003,PROJ-0A179D7B,JOB-09087C50,2024-09-12,8.0,0.5,300.3,Windows & Exterior Doors work
TE-468BF99D,EMP-002,PROJ-0A179D7B,JOB-09087C50,2024-09-13,8.0,2.0,464.64,Windows & Exterior Doors work
TE-F2236DF0,EMP-005,PROJ-0A179D7B,JOB-09087C50,2024-09-16,8.0,2.0,246.84,Windows & Exterior Doors work
TE-CBACCC3F,EMP-003,PROJ-0A179D7B,JOB-09087C50,2024-09-17,8.0,2.0,377.52,Windows & Exterior Doors work
TE-8A5CFDB9,EMP-004,PROJ-0A179D7B,JOB-09087C50,2024-09-17,8.0,2.0,363.0,Windows & Exterior Doors work
TE-5A161E9F,EMP-005,PROJ-0A179D7B,JOB-09087C50,2024-09-18,8.0,2.0,246.84,Windows & Exterior Doors work
TE-2BD4B15A,EMP-003,PROJ-0A179D7B,JOB-09087C50,2024-09-18,8.0,2.0,377.52,Windows & Exterior Doors work
TE-581F74A9,EMP-002,PROJ-0A179D7B,JOB-09087C50,2024-09-19,8.0,2.0,464.64,Windows & Exterior Doors work
TE-D694E4A6,EMP-003,PROJ-0A179D7B,JOB-09087C50,2024-09-19,8.0,2.0,377.52,Windows & Exterior Doors work
TE-DB158D7A,EMP-004,PROJ-0A179D7B,JOB-A62ADF37,2024-10-22,8.0,2.0,363.0,Insulation work
TE-67FDC86E,EMP-002,PROJ-0A179D7B,JOB-A62ADF37,2024-10-23,8.0,2.0,464.64,Insulation work
TE-8AC6B733,EMP-003,PROJ-0A179D7B,JOB-A62ADF37,2024-10-24,8.0,2.0,377.52,Insulation work
TE-E7DC341B,EMP-002,PROJ-0A179D7B,JOB-A62ADF37,2024-10-24,8.0,2.0,464.64,Insulation work
TE-7AD5650C,EMP-004,PROJ-0A179D7B,JOB-A62ADF37,2024-10-24,8.0,2.0,363.0,Insulation work
TE-F5B4F414,EMP-003,PROJ-0A179D7B,JOB-A62ADF37,2024-10-25,8.0,2.0,377.52,Insulation work
TE-62C1E21C,EMP-005,PROJ-0A179D7B,JOB-A62ADF37,2024-10-28,8.0,2.0,246.84,Insulation work
TE-77FFD63F,EMP-004,PROJ-0A179D7B,JOB-9DAE6C0D,2024-10-28,8.0,2.0,363.0,Exterior Siding & Trim work
TE-1576F728,EMP-005,PROJ-0A179D7B,JOB-9DAE6C0D,2024-10-29,8.0,2.0,246.84,Exterior Siding & Trim work
TE-75A58042,EMP-002,PROJ-0A179D7B,JOB-9DAE6C0D,2024-10-29,8.0,2.0,464.64,Exterior Siding & Trim work
TE-3B5DA94D,EMP-003,PROJ-0A179D7B,JOB-9DAE6C0D,2024-10-29,8.0,2.0,377.52,Exterior Siding & Trim work
TE-FDF3BD3F,EMP-005,PROJ-0A179D7B,JOB-9DAE6C0D,2024-10-30,8.0,2.0,246.84,Exterior Siding & Trim work
TE-7F0AD74C,EMP-002,PROJ-0A179D7B,JOB-9DAE6C0D,2024-10-30,8.0,2.0,464.64,Exterior Siding & Trim work
TE-6E707012,EMP-002,PROJ-0A179D7B,JOB-9DAE6C0D,2024-10-31,8.0,2.0,464.64,Exterior Siding & Trim work
TE-85F485F6,EMP-005,PROJ-0A179D7B,JOB-9DAE6C0D,2024-10-31,8.0,2.0,246.84,Exterior Siding & Trim work
TE-F7E1D772,EMP-002,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-01,8.0,2.0,464.64,Exterior Siding & Trim work
TE-C2C69A48,EMP-005,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-01,8.0,2.0,246.84,Exterior Siding & Trim work
TE-8E4190E6,EMP-003,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-04,8.0,2.0,377.52,Exterior Siding & Trim work
TE-07B370DA,EMP-005,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-04,8.0,2.0,246.84,Exterior Siding & Trim work
TE-E8B8C64E,EMP-004,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-04,8.0,2.0,363.0,Exterior Siding & Trim work
TE-86E7CF81,EMP-005,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-05,8.0,2.0,246.84,Exterior Siding & Trim work
TE-DEC6CC52,EMP-003,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-05,8.0,2.0,377.52,Exterior Siding & Trim work
TE-EBE09E03,EMP-004,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-05,8.0,2.0,363.0,Exterior Siding & Trim work
TE-D1242EFA,EMP-003,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-06,8.0,2.0,377.52,Exterior Siding & Trim work
TE-70015DBE,EMP-005,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-07,8.0,2.0,246.84,Exterior Siding & Trim work
TE-618A5001,EMP-002,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-07,8.0,2.0,464.64,Exterior Siding & Trim work
TE-4B000822,EMP-003,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-07,8.0,2.0,377.52,Exterior Siding & Trim work
TE-89FBF33D,EMP-005,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-08,8.0,2.0,246.84,Exterior Siding & Trim work
TE-9A13887E,EMP-003,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-08,8.0,2.0,377.52,Exterior Siding & Trim work
TE-A26FF5DF,EMP-002,PROJ-0A179D7B,JOB-9DAE6C0D,2024-11-08,8.0,2.0,464.64,Exterior Siding & Trim work
TE-EE3C683F,EMP-005,PROJ-0A179D7B,JOB-8A79808B,2024-11-11,8.0,2.0,246.84,Drywall work
TE-6706B623,EMP-003,PROJ-0A179D7B,JOB-8A79808B,2024-11-11,8.0,2.0,377.52,Drywall work
TE-7EDDF8BA,EMP-002,PROJ-0A179D7B,JOB-8A79808B,2024-11-11,8.0,2.0,464.64,Drywall work
TE-7BD222A3,EMP-003,PROJ-0A179D7B,JOB-8A79808B,2024-11-12,8.0,2.0,377.52,Drywall work
TE-27A68261,EMP-003,PROJ-0A179D7B,JOB-8A79808B,2024-11-13,8.0,2.0,377.52,Drywall work
TE-C89DCE15,EMP-005,PROJ-0A179D7B,JOB-8A79808B,2024-11-13,8.0,2.0,246.84,Drywall work
TE-F5C67E33,EMP-003,PROJ-0A179D7B,JOB-8A79808B,2024-11-14,8.0,2.0,377.52,Drywall work
TE-E82A9903,EMP-002,PROJ-0A179D7B,JOB-8A79808B,2024-11-15,8.0,2.0,464.64,Drywall work
TE-68748710,EMP-003,PROJ-0A179D7B,JOB-8A79808B,2024-11-15,8.0,2.0,377.52,Drywall work
TE-01B85678,EMP-003,PROJ-0A179D7B,JOB-8A79808B,2024-11-18,8.0,2.0,377.52,Drywall work
TE-0D3B0DE6,EMP-004,PROJ-0A179D7B,JOB-8A79808B,2024-11-18,8.0,2.0,363.0,Drywall work
TE-A35B4147,EMP-004,PROJ-0A179D7B,JOB-8A79808B,2024-11-19,8.0,2.0,363.0,Drywall work
TE-B8A6F2A9,EMP-005,PROJ-0A179D7B,JOB-8A79808B,2024-11-19,8.0,2.0,246.84,Drywall work
TE-04DAA3BD,EMP-003,PROJ-0A179D7B,JOB-8A79808B,2024-11-19,8.0,2.0,377.52,Drywall work
TE-E22630F7,EMP-004,PROJ-0A179D7B,JOB-040A26A4,2024-11-19,8.0,2.0,363.0,Paint - Interior & Exterior work
TE-25C27627,EMP-002,PROJ-0A179D7B,JOB-040A26A4,2024-11-19,8.0,2.0,464.64,Paint - Interior & Exterior work
TE-FAACBC4F,EMP-005,PROJ-0A179D7B,JOB-040A26A4,2024-11-20,8.0,2.0,246.84,Paint - Interior & Exterior work
TE-8E27A9E8,EMP-003,PROJ-0A179D7B,JOB-040A26A4,2024-11-20,8.0,2.0,377.52,Paint - Interior & Exterior work
TE-EE19E91D,EMP-004,PROJ-0A179D7B,JOB-040A26A4,2024-11-20,8.0,2.0,363.0,Paint - Interior & Exterior work
TE-BBF28E8D,EMP-005,PROJ-0A179D7B,JOB-040A26A4,2024-11-21,8.0,2.0,246.84,Paint - Interior & Exterior work
TE-E4DD1239,EMP-002,PROJ-0A179D7B,JOB-040A26A4,2024-11-22,8.0,2.0,464.64,Paint - Interior & Exterior work
TE-DCF7ABE3,EMP-003,PROJ-0A179D7B,JOB-040A26A4,2024-11-22,8.0,2.0,377.52,Paint - Interior & Exterior work
TE-882364E0,EMP-005,PROJ-0A179D7B,JOB-040A26A4,2024-11-22,8.0,2.0,246.84,Paint - Interior & Exterior work
TE-6A071317,EMP-005,PROJ-0A179D7B,JOB-040A26A4,2024-11-25,8.0,2.0,246.84,Paint - Interior & Exterior work
TE-6C565E88,EMP-003,PROJ-0A179D7B,JOB-040A26A4,2024-11-25,8.0,2.0,377.52,Paint - Interior & Exterior work
TE-1A78210D,EMP-005,PROJ-0A179D7B,JOB-2294F375,2024-11-25,8.0,2.0,246.84,Cabinets work
TE-6593C987,EMP-004,PROJ-0A179D7B,JOB-2294F375,2024-11-25,8.0,2.0,363.0,Cabinets work
TE-3DBFF4BC,EMP-003,PROJ-0A179D7B,JOB-2294F375,2024-11-26,8.0,2.0,377.52,Cabinets work
TE-32496151,EMP-004,PROJ-0A179D7B,JOB-2294F375,2024-11-26,8.0,2.0,363.0,Cabinets work
TE-B16E792B,EMP-004,PROJ-0A179D7B,JOB-2294F375,2024-11-27,8.0,2.0,363.0,Cabinets work
TE-D801FBF2,EMP-003,PROJ-0A179D7B,JOB-2294F375,2024-11-27,8.0,2.0,377.52,Cabinets work
TE-C5368FE1,EMP-005,PROJ-0A179D7B,JOB-2294F375,2024-11-28,8.0,2.0,246.84,Cabinets work
TE-0A4BF7A3,EMP-002,PROJ-0A179D7B,JOB-2294F375,2024-11-29,8.0,2.0,464.64,Cabinets work
TE-63045696,EMP-003,PROJ-0A179D7B,JOB-2294F375,2024-12-02,8.0,2.0,377.52,Cabinets work
TE-84CF41D5,EMP-002,PROJ-0A179D7B,JOB-2294F375,2024-12-02,8.0,2.0,464.64,Cabinets work
TE-6BE1C632,EMP-002,PROJ-0A179D7B,JOB-2294F375,2024-12-03,8.0,1.0,401.28,Cabinets work
TE-60151E95,EMP-005,PROJ-0A179D7B,JOB-2294F375,2024-12-03,8.0,2.0,246.84,Cabinets work
TE-BD93B7F9,EMP-004,PROJ-0A179D7B,JOB-2294F375,2024-12-03,8.0,2.0,363.0,Cabinets work
TE-EDD9B154,EMP-004,PROJ-0A179D7B,JOB-2294F375,2024-12-04,8.0,2.0,363.0,Cabinets work
TE-4EE29287,EMP-002,PROJ-0A179D7B,JOB-2294F375,2024-12-05,8.0,2.0,464.64,Cabinets work
TE-02D31040,EMP-002,PROJ-0A179D7B,JOB-2294F375,2024-12-06,8.0,2.0,464.64,Cabinets work
TE-E3E0638E,EMP-005,PROJ-0A179D7B,JOB-2294F375,2024-12-06,8.0,2.0,246.84,Cabinets work
TE-E31F1472,EMP-004,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-11,8.0,2.0,363.0,Flooring work
TE-522677C2,EMP-003,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-11,8.0,2.0,377.52,Flooring work
TE-AEB7A8A8,EMP-004,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-12,8.0,2.0,363.0,Flooring work
TE-FCF460D6,EMP-005,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-13,8.0,2.0,246.84,Flooring work
TE-9FCAF1A4,EMP-004,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-13,8.0,2.0,363.0,Flooring work
TE-138604C4,EMP-003,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-13,8.0,2.0,377.52,Flooring work
TE-4B525268,EMP-004,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-16,8.0,2.0,363.0,Flooring work
TE-050D7A94,EMP-005,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-17,8.0,2.0,246.84,Flooring work
TE-0B216C81,EMP-002,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-17,8.0,2.0,464.64,Flooring work
TE-82095BBD,EMP-003,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-17,8.0,2.0,377.52,Flooring work
TE-AF34BF82,EMP-002,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-18,8.0,2.0,464.64,Flooring work
TE-4BEA55D2,EMP-004,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-18,8.0,2.0,363.0,Flooring work
TE-E9C32B85,EMP-005,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-19,8.0,2.0,246.84,Flooring work
TE-646C2728,EMP-004,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-19,8.0,2.0,363.0,Flooring work
TE-DE523B94,EMP-003,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-19,8.0,2.0,377.52,Flooring work
TE-10A4EE8A,EMP-003,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-20,8.0,2.0,377.52,Flooring work
TE-41F764F3,EMP-005,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-20,8.0,2.0,246.84,Flooring work
TE-5E76C1EE,EMP-002,PROJ-0A179D7B,JOB-CEAE0D11,2024-12-20,8.0,2.0,464.64,Flooring work
TE-BCFCFCA0,EMP-004,PROJ-0A179D7B,JOB-DC36861A,2024-12-23,8.0,2.0,363.0,Finish Carpentry & Trim work
TE-48A2F2EC,EMP-002,PROJ-0A179D7B,JOB-DC36861A,2024-12-24,8.0,2.0,464.64,Finish Carpentry & Trim work
TE-DDF3E9E4,EMP-003,PROJ-0A179D7B,JOB-DC36861A,2024-12-25,8.0,2.0,377.52,Finish Carpentry & Trim work
TE-728D8717,EMP-004,PROJ-0A179D7B,JOB-DC36861A,2024-12-25,8.0,2.0,363.0,Finish Carpentry & Trim work
